Info	Severity
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
19717  >  6068 [SYN] Seq=0 Win=4128 Len=0 MSS=1460	0
"6068  >  19717 [SYN, ACK] Seq=0 Ack=1 Win=4128 Len=0 MSS=1460"	0
19717  >  6068 [ACK] Seq=1 Ack=1 Win=4128 Len=0	0
Adjacency Message (Syn)	0
Adjacency Message (Syn)	0
Adjacency Message (SynAck)	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=145 Ack=145 Win=3984 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=193 Ack=193 Win=3936 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=241 Ack=241 Win=3888 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
6068  >  19717 [ACK] Seq=289 Ack=289 Win=3840 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
6068  >  19717 [ACK] Seq=337 Ack=337 Win=3792 Len=0	0
19717  >  6068 [ACK] Seq=337 Ack=337 Win=3792 Len=0	0
Port-Management Message	0
19717  >  6068 [ACK] Seq=337 Ack=417 Win=3712 Len=0	0
Port-Management Message	0
6068  >  19717 [ACK] Seq=417 Ack=421 Win=3708 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
6068  >  19717 [ACK] Seq=465 Ack=469 Win=3660 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=517 Ack=513 Win=3616 Len=0	0
Port-Management Message	0
19717  >  6068 [ACK] Seq=517 Ack=593 Win=3536 Len=0	0
Port-Management Message	0
6068  >  19717 [ACK] Seq=593 Ack=573 Win=3556 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=621 Ack=641 Win=3488 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=669 Ack=689 Win=3440 Len=0	0
Port-Up Message	0
6068  >  19717 [ACK] Seq=689 Ack=761 Win=3368 Len=0	0
Port-Up Message	0
6068  >  19717 [ACK] Seq=689 Ack=853 Win=3276 Len=0	0
Port-Down Message	0
6068  >  19717 [ACK] Seq=689 Ack=929 Win=3200 Len=0	0
Port-Down Message	0
6068  >  19717 [ACK] Seq=689 Ack=1005 Win=3124 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=1053 Ack=737 Win=3392 Len=0	0
Port-Up Message	0
6068  >  19717 [ACK] Seq=737 Ack=1145 Win=2984 Len=0	0
Port-Up Message	0
6068  >  19717 [ACK] Seq=737 Ack=1237 Win=2892 Len=0	0
Adjacency Message (Ack)	0
Adjacency Message (Ack)	0
19717  >  6068 [ACK] Seq=1285 Ack=785 Win=3344 Len=0	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Diag: No Diagnostic, State: Down, Flags: 0x04"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
"Fragmented IP protocol (proto=ICMP 1, off=0, ID=b5d0) [Reassembled in #2]"	0
"Echo (ping) request  id=0x13c2, seq=1/256, ttl=64 (reply in 3)"	0
"Echo (ping) reply    id=0x13c2, seq=1/256, ttl=64 (request in 2)"	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
RPL Control (DODAG Information Object)	0
49186  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1268 WS=4 SACK_PERM	1
"80  >  49186 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=2"	1
49186  >  80 [ACK] Seq=1 Ack=1 Win=16484 Len=0	1
GET /gnews.php?id=884107-mlb-jeff-francoeur-had-lasik-surgery HTTP/1.1 	1
80  >  49186 [ACK] Seq=1 Ack=744 Win=16086 Len=0	1
80  >  49186 [ACK] Seq=1 Ack=744 Win=16086 Len=1268 [TCP segment of a reassembled PDU]	1
80  >  49186 [ACK] Seq=1269 Ack=744 Win=16086 Len=1268 [TCP segment of a reassembled PDU]	1
80  >  49186 [ACK] Seq=2537 Ack=744 Win=16086 Len=1268 [TCP segment of a reassembled PDU]	1
80  >  49186 [ACK] Seq=3805 Ack=744 Win=16086 Len=1268 [TCP segment of a reassembled PDU]	1
80  >  49186 [ACK] Seq=5073 Ack=744 Win=16086 Len=1268 [TCP segment of a reassembled PDU]	1
80  >  49186 [ACK] Seq=6341 Ack=744 Win=16086 Len=1268 [TCP segment of a reassembled PDU]	1
"80  >  49186 [PSH, ACK] Seq=7609 Ack=744 Win=16086 Len=1047 [TCP segment of a reassembled PDU]"	1
[TCP Dup ACK 3#1] 49186  >  80 [ACK] Seq=744 Ack=1 Win=16484 Len=0 SLE=7609 SRE=8656	1
49186  >  80 [ACK] Seq=744 Ack=1269 Win=16484 Len=0 SLE=7609 SRE=8656	1
49186  >  80 [ACK] Seq=744 Ack=2537 Win=16484 Len=0 SLE=7609 SRE=8656	1
49186  >  80 [ACK] Seq=744 Ack=3805 Win=16484 Len=0 SLE=7609 SRE=8656	1
49186  >  80 [ACK] Seq=744 Ack=5073 Win=16484 Len=0 SLE=7609 SRE=8656	1
49186  >  80 [ACK] Seq=744 Ack=6341 Win=16484 Len=0 SLE=7609 SRE=8656	1
49186  >  80 [ACK] Seq=744 Ack=8656 Win=16484 Len=0	1
[TCP Spurious Retransmission] 80  >  49186 [ACK] Seq=1 Ack=744 Win=16086 Len=1268	1
